timestamp,sensor_id,x,y,z
2024-10-16 11:18:23.743 -0500,1,-0.13,9.65,-0.73
2024-10-16 11:18:28.783 -0500,1,-0.12,9.67,-0.71
2024-10-16 11:18:33.829 -0500,1,-0.13,9.65,-0.71
2024-10-16 11:18:38.873 -0500,1,-0.11,9.65,-0.72
2024-10-16 11:18:43.926 -0500,1,-0.15,9.66,-0.74
2024-10-16 11:18:48.974 -0500,1,-0.13,9.66,-0.75
2024-10-16 11:18:54.023 -0500,1,-0.13,9.64,-0.74
2024-10-16 11:18:59.062 -0500,1,-0.11,9.64,-0.74
2024-10-16 11:19:04.101 -0500,1,-0.11,9.66,-0.71
2024-10-16 11:19:09.146 -0500,1,-0.11,9.65,-0.71
2024-10-16 11:19:14.186 -0500,1,-0.13,9.64,-0.76
2024-10-16 11:19:19.227 -0500,1,-0.12,9.65,-0.72
2024-10-16 11:19:24.267 -0500,1,-0.13,9.66,-0.75
2024-10-16 11:19:29.316 -0500,1,-0.12,9.65,-0.75
2024-10-16 11:19:34.353 -0500,1,-0.11,9.65,-0.72
2024-10-16 11:19:39.388 -0500,1,-4.01,12.77,-1.41
2024-10-16 11:19:44.428 -0500,1,1.51,5.71,-0.25
2024-10-16 11:19:49.469 -0500,1,0.22,8.42,-1.35
2024-10-16 11:19:54.506 -0500,1,0.0,12.49,-1.04
2024-10-16 11:19:59.539 -0500,1,0.57,7.95,-0.99
2024-10-16 11:20:04.574 -0500,1,-0.05,9.29,-0.69
2024-10-16 11:20:09.608 -0500,1,-0.13,9.67,-0.72
2024-10-16 11:20:14.652 -0500,1,-0.12,9.66,-0.76
2024-10-16 11:20:19.689 -0500,1,-0.11,9.64,-0.74
2024-10-16 11:20:24.725 -0500,1,-0.14,9.64,-0.75
2024-10-16 11:20:29.760 -0500,1,-0.13,9.66,-0.74
2024-10-16 11:20:34.804 -0500,1,-0.14,9.65,-0.75
2024-10-16 11:20:39.843 -0500,1,-0.11,9.64,-0.76
2024-10-16 11:20:44.877 -0500,1,-0.13,9.65,-0.72
2024-10-16 11:20:49.915 -0500,1,-0.13,9.65,-0.73
2024-10-16 11:20:54.959 -0500,1,-0.13,9.65,-0.74
2024-10-16 11:21:00.005 -0500,1,-0.13,9.64,-0.74
2024-10-16 11:21:05.048 -0500,1,-0.12,9.66,-0.76
2024-10-16 11:21:10.088 -0500,1,-0.13,9.65,-0.75
2024-10-16 11:21:15.123 -0500,1,-0.13,9.66,-0.76
2024-10-16 11:21:20.174 -0500,1,-0.13,9.64,-0.75
2024-10-16 11:21:25.217 -0500,1,-0.14,9.66,-0.74
2024-10-16 11:21:30.259 -0500,1,-0.14,9.65,-0.73
2024-10-16 11:21:35.299 -0500,1,-0.12,9.65,-0.74
2024-10-16 11:21:40.355 -0500,1,-0.15,9.65,-0.78
2024-10-16 11:21:45.396 -0500,1,-0.12,9.65,-0.76
2024-10-16 11:21:50.435 -0500,1,-0.13,9.65,-0.76
2024-10-16 11:21:55.479 -0500,1,-0.12,9.66,-0.73
2024-10-16 11:22:00.566 -0500,1,-0.11,9.66,-0.74
2024-10-16 11:22:05.612 -0500,1,-0.12,9.65,-0.76
2024-10-16 11:22:10.649 -0500,1,-0.1,9.65,-0.76
2024-10-16 11:22:15.685 -0500,1,-0.11,9.65,-0.76
2024-10-16 11:22:20.719 -0500,1,-0.13,9.65,-0.76
2024-10-16 11:22:25.755 -0500,1,-0.11,9.65,-0.74
2024-10-16 11:22:30.800 -0500,1,-0.14,9.63,-0.74
2024-10-16 11:22:35.851 -0500,1,-0.11,9.67,-0.77
2024-10-16 11:22:40.885 -0500,1,-0.12,9.63,-0.74
2024-10-16 11:22:45.925 -0500,1,-0.13,9.66,-0.8
2024-10-16 11:22:50.965 -0500,1,-0.15,9.64,-0.77
2024-10-16 11:22:56.000 -0500,1,-0.12,9.65,-0.75
2024-10-16 11:23:01.056 -0500,1,-0.11,9.66,-0.78
2024-10-16 11:23:06.091 -0500,1,-0.12,9.65,-0.79
2024-10-16 11:23:11.146 -0500,1,-0.13,9.63,-0.77
2024-10-16 11:23:16.183 -0500,1,-0.15,9.65,-0.77
2024-10-16 11:23:21.222 -0500,1,-0.13,9.65,-0.75
2024-10-16 11:23:26.279 -0500,1,-0.13,9.66,-0.75
2024-10-16 11:23:31.337 -0500,1,-0.12,9.65,-0.75
2024-10-16 11:23:36.378 -0500,1,-0.13,9.64,-0.76
2024-10-16 11:23:41.421 -0500,1,-0.11,9.64,-0.77
2024-10-16 11:23:46.457 -0500,1,-0.13,9.65,-0.75
2024-10-16 11:23:51.504 -0500,1,-0.11,9.66,-0.76
2024-10-16 11:23:56.545 -0500,1,-0.12,9.64,-0.75
2024-10-16 11:24:01.589 -0500,1,-0.15,9.65,-0.79
2024-10-16 11:24:06.636 -0500,1,-0.12,9.66,-0.77
2024-10-16 11:24:11.681 -0500,1,-0.12,9.65,-0.8
2024-10-16 11:24:16.728 -0500,1,-0.1,9.65,-0.76
2024-10-16 11:24:21.768 -0500,1,-0.12,9.65,-0.76
2024-10-16 11:24:26.808 -0500,1,-0.12,9.66,-0.78
2024-10-16 11:24:31.847 -0500,1,-0.12,9.64,-0.76
2024-10-16 11:24:36.894 -0500,1,-0.11,9.66,-0.8
2024-10-16 11:24:41.933 -0500,1,-0.13,9.66,-0.77
2024-10-16 11:24:46.981 -0500,1,-0.11,9.66,-0.77
2024-10-16 11:24:52.019 -0500,1,-0.12,9.67,-0.78
2024-10-16 11:24:57.061 -0500,1,-0.12,9.66,-0.78
2024-10-16 11:25:02.104 -0500,1,-0.13,9.65,-0.78
2024-10-16 11:25:07.137 -0500,1,-0.12,9.64,-0.8
2024-10-16 11:25:12.171 -0500,1,-0.12,9.66,-0.77
2024-10-16 11:25:17.218 -0500,1,-0.14,9.65,-0.77
2024-10-16 11:25:22.255 -0500,1,-0.12,9.64,-0.78
2024-10-16 11:25:27.292 -0500,1,-0.14,9.66,-0.79
2024-10-16 11:25:32.328 -0500,1,-0.12,9.65,-0.77
2024-10-16 11:25:37.362 -0500,1,-0.11,9.65,-0.78
2024-10-16 11:25:42.401 -0500,1,-0.12,9.65,-0.79
2024-10-16 11:25:47.451 -0500,1,-0.11,9.66,-0.79
2024-10-16 11:25:52.493 -0500,1,-0.13,9.65,-0.78
2024-10-16 11:25:57.532 -0500,1,-0.13,9.64,-0.77
2024-10-16 11:26:02.574 -0500,1,-0.12,9.64,-0.78
2024-10-16 11:26:07.623 -0500,1,-0.13,9.65,-0.8
2024-10-16 11:26:12.669 -0500,1,-0.12,9.64,-0.79
2024-10-16 11:26:17.701 -0500,1,-0.11,9.66,-0.8
2024-10-16 11:26:22.746 -0500,1,-0.12,9.64,-0.81
2024-10-16 11:26:27.801 -0500,1,-0.12,9.64,-0.79
2024-10-16 11:26:32.846 -0500,1,-0.11,9.64,-0.8
2024-10-16 11:26:37.887 -0500,1,-0.12,9.66,-0.79
2024-10-16 11:26:42.941 -0500,1,-0.11,9.66,-0.78
2024-10-16 11:26:47.982 -0500,1,-0.12,9.63,-0.79
2024-10-16 11:26:53.025 -0500,1,-0.12,9.65,-0.81
2024-10-16 11:26:58.068 -0500,1,-0.13,9.67,-0.79
2024-10-16 11:27:03.132 -0500,1,-0.11,9.65,-0.82
2024-10-16 11:27:08.179 -0500,1,-0.11,9.67,-0.81
2024-10-16 11:27:13.255 -0500,1,-0.12,9.67,-0.82
2024-10-16 11:27:18.296 -0500,1,-0.12,9.65,-0.8
2024-10-16 11:27:23.343 -0500,1,-0.13,9.65,-0.82
2024-10-16 11:27:28.385 -0500,1,-0.15,9.66,-0.81
2024-10-16 11:27:33.427 -0500,1,-0.12,9.64,-0.79
2024-10-16 11:27:38.477 -0500,1,-0.12,9.65,-0.82
2024-10-16 11:27:43.513 -0500,1,-0.12,9.67,-0.79
2024-10-16 11:27:48.562 -0500,1,-0.13,9.64,-0.8
2024-10-16 11:27:53.667 -0500,1,-0.11,9.64,-0.8
2024-10-16 11:27:58.706 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:28:03.776 -0500,1,-0.12,9.65,-0.81
2024-10-16 11:28:08.813 -0500,1,-0.12,9.65,-0.81
2024-10-16 11:28:13.851 -0500,1,-0.12,9.65,-0.83
2024-10-16 11:28:18.894 -0500,1,-0.12,9.64,-0.81
2024-10-16 11:28:23.927 -0500,1,-0.1,9.64,-0.83
2024-10-16 11:28:28.966 -0500,1,-0.11,9.65,-0.8
2024-10-16 11:28:34.000 -0500,1,-0.11,9.65,-0.8
2024-10-16 11:28:39.034 -0500,1,-0.12,9.67,-0.82
2024-10-16 11:28:44.081 -0500,1,-0.14,9.64,-0.8
2024-10-16 11:28:49.116 -0500,1,-0.11,9.66,-0.79
2024-10-16 11:28:54.165 -0500,1,-0.11,9.65,-0.8
2024-10-16 11:28:59.209 -0500,1,-0.14,9.65,-0.81
2024-10-16 11:29:04.255 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:29:09.294 -0500,1,-0.09,9.67,-0.8
2024-10-16 11:29:14.339 -0500,1,-0.11,9.65,-0.79
2024-10-16 11:29:19.374 -0500,1,-0.13,9.63,-0.81
2024-10-16 11:29:24.411 -0500,1,-0.13,9.64,-0.8
2024-10-16 11:29:29.446 -0500,1,-0.13,9.66,-0.81
2024-10-16 11:29:34.490 -0500,1,-0.12,9.65,-0.79
2024-10-16 11:29:39.530 -0500,1,-0.11,9.64,-0.81
2024-10-16 11:29:44.568 -0500,1,-0.11,9.63,-0.82
2024-10-16 11:29:49.625 -0500,1,-0.12,9.65,-0.79
2024-10-16 11:29:54.661 -0500,1,-0.12,9.64,-0.8
2024-10-16 11:29:59.696 -0500,1,-0.13,9.66,-0.82
2024-10-16 11:30:04.731 -0500,1,-0.11,9.66,-0.82
2024-10-16 11:30:09.798 -0500,1,-0.12,9.66,-0.84
2024-10-16 11:30:14.832 -0500,1,-0.12,9.64,-0.78
2024-10-16 11:30:19.871 -0500,1,-0.1,9.65,-0.84
2024-10-16 11:30:24.905 -0500,1,-0.12,9.66,-0.81
2024-10-16 11:30:29.940 -0500,1,-0.1,9.65,-0.81
2024-10-16 11:30:34.986 -0500,1,-0.12,9.65,-0.82
2024-10-16 11:30:40.024 -0500,1,-0.11,9.65,-0.82
2024-10-16 11:30:45.060 -0500,1,-0.11,9.66,-0.82
2024-10-16 11:30:50.105 -0500,1,-0.13,9.65,-0.84
2024-10-16 11:30:55.154 -0500,1,-0.12,9.66,-0.81
2024-10-16 11:31:00.192 -0500,1,-0.12,9.63,-0.82
2024-10-16 11:31:05.235 -0500,1,-0.12,9.66,-0.82
2024-10-16 11:31:10.289 -0500,1,-0.12,9.66,-0.8
2024-10-16 11:31:15.329 -0500,1,-0.12,9.64,-0.8
2024-10-16 11:31:20.366 -0500,1,-0.11,9.65,-0.79
2024-10-16 11:31:25.411 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:31:30.451 -0500,1,-0.12,9.64,-0.8
2024-10-16 11:31:35.503 -0500,1,-0.13,9.64,-0.85
2024-10-16 11:31:40.541 -0500,1,-0.11,9.66,-0.79
2024-10-16 11:31:45.577 -0500,1,-0.13,9.64,-0.8
2024-10-16 11:31:50.609 -0500,1,-0.12,9.64,-0.85
2024-10-16 11:31:55.647 -0500,1,-0.12,9.65,-0.81
2024-10-16 11:32:00.698 -0500,1,-0.13,9.66,-0.82
2024-10-16 11:32:05.736 -0500,1,-0.1,9.65,-0.81
2024-10-16 11:32:10.775 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:32:15.824 -0500,1,-0.14,9.65,-0.82
2024-10-16 11:32:20.870 -0500,1,-0.15,9.67,-0.85
2024-10-16 11:32:25.905 -0500,1,-0.12,9.65,-0.81
2024-10-16 11:32:30.939 -0500,1,-0.13,9.64,-0.82
2024-10-16 11:32:35.986 -0500,1,-0.14,9.65,-0.82
2024-10-16 11:32:41.033 -0500,1,-0.12,9.65,-0.85
2024-10-16 11:32:46.106 -0500,1,-0.12,9.63,-0.87
2024-10-16 11:32:51.142 -0500,1,-0.13,9.64,-0.81
2024-10-16 11:32:56.196 -0500,1,-0.13,9.66,-0.81
2024-10-16 11:33:01.235 -0500,1,-0.13,9.66,-0.81
2024-10-16 11:33:06.274 -0500,1,-0.13,9.65,-0.83
2024-10-16 11:33:11.325 -0500,1,-0.11,9.65,-0.84
2024-10-16 11:33:16.368 -0500,1,-0.11,9.65,-0.81
2024-10-16 11:33:21.402 -0500,1,-0.12,9.64,-0.83
2024-10-16 11:33:26.448 -0500,1,-0.11,9.65,-0.86
2024-10-16 11:33:31.482 -0500,1,-0.14,9.63,-0.87
2024-10-16 11:33:36.518 -0500,1,-0.12,9.65,-0.8
2024-10-16 11:33:41.566 -0500,1,-0.11,9.64,-0.81
2024-10-16 11:33:46.623 -0500,1,-0.12,9.64,-0.86
2024-10-16 11:33:51.687 -0500,1,-0.12,9.66,-0.8
2024-10-16 11:33:56.724 -0500,1,-0.1,9.66,-0.85
2024-10-16 11:34:01.759 -0500,1,-0.13,9.64,-0.84
2024-10-16 11:34:06.803 -0500,1,-0.13,9.65,-0.85
2024-10-16 11:34:11.839 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:34:16.881 -0500,1,-0.12,9.65,-0.82
2024-10-16 11:34:21.917 -0500,1,-0.11,9.65,-0.85
2024-10-16 11:34:26.956 -0500,1,-0.13,9.66,-0.84
2024-10-16 11:34:31.999 -0500,1,-0.15,9.65,-0.86
2024-10-16 11:34:37.034 -0500,1,-0.14,9.66,-0.84
2024-10-16 11:34:42.080 -0500,1,-0.1,9.65,-0.84
2024-10-16 11:34:47.116 -0500,1,-0.12,9.65,-0.86
2024-10-16 11:34:52.171 -0500,1,-0.11,9.65,-0.85
2024-10-16 11:34:57.206 -0500,1,-0.11,9.64,-0.86
2024-10-16 11:35:02.262 -0500,1,-0.12,9.64,-0.82
2024-10-16 11:35:07.296 -0500,1,-0.14,9.63,-0.86
2024-10-16 11:35:12.341 -0500,1,-0.11,9.64,-0.82
2024-10-16 11:35:17.385 -0500,1,-0.11,9.64,-0.82
2024-10-16 11:35:22.439 -0500,1,-0.11,9.67,-0.84
2024-10-16 11:35:27.486 -0500,1,-0.11,9.63,-0.85
2024-10-16 11:35:32.529 -0500,1,-0.11,9.66,-0.85
2024-10-16 11:35:37.572 -0500,1,-0.09,9.65,-0.85
2024-10-16 11:35:42.611 -0500,1,-0.13,9.66,-0.86
2024-10-16 11:35:47.648 -0500,1,-0.12,9.66,-0.86
2024-10-16 11:35:52.689 -0500,1,-0.12,9.64,-0.85
2024-10-16 11:35:57.724 -0500,1,-0.13,9.65,-0.85
2024-10-16 11:36:02.780 -0500,1,-0.13,9.65,-0.86
2024-10-16 11:36:07.815 -0500,1,-0.14,9.65,-0.86
2024-10-16 11:36:12.851 -0500,1,-0.11,9.64,-0.86
2024-10-16 11:36:17.886 -0500,1,-0.13,9.64,-0.84
2024-10-16 11:36:22.932 -0500,1,-0.13,9.67,-0.84
2024-10-16 11:36:27.974 -0500,1,-0.12,9.66,-0.85
2024-10-16 11:36:33.013 -0500,1,-0.12,9.64,-0.86
2024-10-16 11:36:38.057 -0500,1,-0.11,9.66,-0.85
2024-10-16 11:36:43.092 -0500,1,-0.11,9.64,-0.85
2024-10-16 11:36:48.129 -0500,1,-0.11,9.64,-0.84
2024-10-16 11:36:53.167 -0500,1,-0.11,9.65,-0.83
2024-10-16 11:36:58.204 -0500,1,-0.11,9.66,-0.83
2024-10-16 11:37:03.249 -0500,1,-0.1,9.65,-0.87
2024-10-16 11:37:08.299 -0500,1,-0.11,9.66,-0.82
2024-10-16 11:37:13.336 -0500,1,-0.11,9.65,-0.84
2024-10-16 11:37:18.376 -0500,1,-0.11,9.65,-0.87
2024-10-16 11:37:23.417 -0500,1,-0.12,9.67,-0.88
2024-10-16 11:37:28.463 -0500,1,-0.11,9.64,-0.86
2024-10-16 11:37:33.496 -0500,1,-0.12,9.63,-0.85
2024-10-16 11:37:38.532 -0500,1,-0.1,9.64,-0.85
2024-10-16 11:37:43.569 -0500,1,-0.11,9.64,-0.85
2024-10-16 11:37:48.611 -0500,1,-0.11,9.64,-0.85
2024-10-16 11:37:53.644 -0500,1,-0.11,9.67,-0.85
2024-10-16 11:37:58.681 -0500,1,-0.11,9.65,-0.85
2024-10-16 11:38:03.717 -0500,1,-0.12,9.65,-0.85
2024-10-16 11:38:08.754 -0500,1,-0.12,9.67,-0.86
2024-10-16 11:38:13.796 -0500,1,-0.12,9.63,-0.84
2024-10-16 11:38:18.834 -0500,1,-0.12,9.66,-0.85
2024-10-16 11:38:23.926 -0500,1,-0.1,9.66,-0.86
2024-10-16 11:38:28.966 -0500,1,-0.12,9.65,-0.88
2024-10-16 11:38:34.004 -0500,1,-0.11,9.66,-0.85
2024-10-16 11:38:39.047 -0500,1,-0.13,9.65,-0.83
2024-10-16 11:38:44.102 -0500,1,-0.1,9.66,-0.86
2024-10-16 11:38:49.138 -0500,1,-0.13,9.63,-0.86
2024-10-16 11:38:54.197 -0500,1,-0.11,9.65,-0.87
2024-10-16 11:38:59.240 -0500,1,-0.11,9.66,-0.88
2024-10-16 11:39:04.283 -0500,1,-0.11,9.64,-0.85
2024-10-16 11:39:09.319 -0500,1,-0.12,9.65,-0.87
2024-10-16 11:39:14.364 -0500,1,-0.1,9.66,-0.87
2024-10-16 11:39:19.405 -0500,1,-0.12,9.63,-0.86
2024-10-16 11:39:24.440 -0500,1,-0.13,9.66,-0.86
2024-10-16 11:39:29.474 -0500,1,-0.12,9.64,-0.85
2024-10-16 11:39:34.508 -0500,1,-0.1,9.64,-0.87
2024-10-16 11:39:39.546 -0500,1,-0.1,9.65,-0.85
2024-10-16 11:39:44.581 -0500,1,-0.1,9.63,-0.83
2024-10-16 11:39:49.617 -0500,1,-0.12,9.64,-0.85
2024-11-05 09:39:40.498 -0500,1,-0.03,9.62,-0.57
2024-11-06 14:17:42.310 -0500,1,-0.15,9.64,-0.73
2024-11-06 14:17:47.344 -0500,1,-0.15,9.62,-0.73
2024-11-06 14:17:52.378 -0500,1,-0.16,9.65,-0.76
2024-11-06 14:17:57.422 -0500,1,-0.15,9.64,-0.78
2024-11-06 14:18:02.476 -0500,1,-0.15,9.65,-0.75
2024-11-06 14:18:07.519 -0500,1,-0.14,9.64,-0.75
2024-11-06 14:18:12.633 -0500,1,-0.16,9.65,-0.76
2024-11-06 14:18:17.676 -0500,1,-0.14,9.64,-0.75
2024-11-06 14:18:22.719 -0500,1,-0.16,9.63,-0.74
2024-11-06 14:18:27.772 -0500,1,-0.16,9.65,-0.74
2024-11-06 14:18:32.811 -0500,1,-0.16,9.66,-0.75
2024-11-06 14:18:37.847 -0500,1,-0.15,9.66,-0.75
2024-11-06 14:18:42.888 -0500,1,-0.16,9.64,-0.78
2024-11-06 14:18:47.954 -0500,1,-0.14,9.65,-0.79
2024-11-06 14:18:52.987 -0500,1,-0.15,9.66,-0.75
2024-11-06 14:18:58.020 -0500,1,-0.17,9.64,-0.74
2024-11-06 14:19:03.054 -0500,1,-0.16,9.64,-0.74
2024-11-06 14:19:08.108 -0500,1,-0.14,9.65,-0.77
2024-11-06 14:19:13.154 -0500,1,-0.16,9.71,-0.83
2024-11-06 14:19:18.190 -0500,1,-0.13,9.64,-0.76
2024-11-06 14:19:23.231 -0500,1,-0.15,9.66,-0.77
2024-11-06 14:19:28.274 -0500,1,-0.14,9.64,-0.8
2024-11-06 14:19:33.319 -0500,1,-0.15,9.66,-0.78
2024-11-06 14:19:38.356 -0500,1,-0.15,9.66,-0.8
2024-11-06 14:19:43.391 -0500,1,-0.15,9.65,-0.79
2024-11-06 14:19:48.445 -0500,1,-0.14,9.66,-0.81
2024-11-06 14:19:53.493 -0500,1,-1.72,10.84,-0.97
2024-11-06 14:19:58.541 -0500,1,0.75,7.95,-1.43
2024-11-06 14:20:03.581 -0500,1,-1.92,12.75,-0.15
2024-11-06 14:20:08.636 -0500,1,1.06,8.73,-0.29
2024-11-06 14:20:13.677 -0500,1,-0.2,11.24,-1.88
2024-11-06 14:20:18.719 -0500,1,2.76,7.39,-0.91
2024-11-06 14:20:23.764 -0500,1,1.45,7.56,-1.36
2024-11-06 14:20:28.802 -0500,1,-1.59,12.05,0.04
2024-11-06 14:20:33.847 -0500,1,1.0,8.7,-1.26
2024-11-06 14:20:38.882 -0500,1,-1.81,10.16,-1.64
2024-11-06 14:20:43.941 -0500,1,0.74,7.14,0.56
2024-11-06 14:20:48.984 -0500,1,-0.71,9.4,1.81
2024-11-06 14:20:54.026 -0500,1,2.83,8.04,-1.11
2024-11-06 14:20:59.069 -0500,1,-1.29,12.74,-3.08
2024-11-06 14:21:04.109 -0500,1,0.97,10.82,-2.95
2024-11-06 14:21:09.156 -0500,1,0.74,7.63,1.44
2024-11-06 14:21:14.202 -0500,1,-1.22,7.85,1.64
2024-11-06 14:21:19.242 -0500,1,2.75,5.09,0.8
2024-11-06 14:21:24.277 -0500,1,-1.91,12.55,-1.17
2024-11-06 14:21:29.325 -0500,1,-1.97,11.04,1.12
2024-11-06 14:21:34.381 -0500,1,1.37,6.71,1.1
2024-11-06 14:21:39.423 -0500,1,0.18,8.38,1.33
2024-11-06 14:21:44.492 -0500,1,1.7,8.08,-1.83
2024-11-06 14:21:49.529 -0500,1,-1.46,9.69,-0.59
2024-11-06 14:21:54.581 -0500,1,-2.93,12.71,0.32
2024-11-06 14:21:59.652 -0500,1,-3.42,11.71,1.38
2024-11-06 14:22:04.688 -0500,1,3.06,7.36,0.3
2024-11-06 14:22:09.730 -0500,1,-4.84,15.69,-3.04
